"option.playRandomMaps" : "Play Random Maps"
"option.exceptSkeld" : "Except The Skeld"
"option.exceptMIRA" : "Except MIRA HQ"
"option.exceptPolus" : "Except Polus"
"option.exceptAirship" : "Except The Airship"
"option.additionalVents" : "Additional Vents"
"option.additionalWirings" : "Additional Wirings"
"option.synchronizedSpawning" : "Synchronized Spawning"
"option.optimizedMaps" : "Optimized Maps"
"option.invalidatePrimaryAdmin" : "Invalidate Primary Admin"
"option.invalidatePrimaryAdmin.onlyAirship" : "Only Airship"
"option.invalidateSecondaryAdmin" : "Invalidate Secondary Admin"
"option.useClassicAdmin" : "Use Classic Admin"
"option.allowParallelMedBayScans" : "Allow Parallel MedBay Scans"
"option.quietVentsInTheShadow" : "Quiet Vents In The Shadow"
"option.oneWayMeetingRoom" : "One Way Meeting Room (Airship)"
"option.spawnMethod" : "Spawn Method"
"option.spawnMethod.default" : "Default"
"option.spawnMethod.selectable" : "Selectable"
"option.spawnMethod.random" : "Random"
"option.respawnNearbyFinalPosition" : "Respawn Nearby Final Position" 
"option.shuffledElectrical" : "Shuffled Electrical (Airship)" 

"option.sabotageOption" : "Sabotage Option"
"option.sabotageCoolDown" : "Sabotage Cool Down"
"option.skeldReactorTimeLimit" : "Time Limit (Skeld Reactor)"
"option.skeldO2TimeLimit" : "Time Limit (Skeld O2)"
"option.MIRAReactorTimeLimit" : "Time Limit (MIRA Reactor)"
"option.MIRAO2TimeLimit" : "Time Limit (MIRA O2)"
"option.seismicStabilizersTimeLimit" : "Time Limit (Seismic Stabilizers)"
"option.avertCrashTimeLimit" : "Time Limit (Avert Crash Course)"
"option.blackOutStrength" : "Black Out Strength"
"option.canUseDoorDespiteSabotage" : "Can Use Door Despite Sabotage (Airship)"

"option.exclusiveAssignment" : "Exclusive Assignment"
"option.exclusiveAssignment.MorphingAndPainter" : "Morphing or Painter"
"option.exclusiveAssignment.RaiderAndSniper" : "Raider or Sniper"
"option.exclusiveAssignment.ArsonistAndEmpiric" : "Arsonist or Empiric"
"option.exclusiveAssignment.AlienAndNavvy" : "Alien or Navvy"
"option.exclusiveAssignment.BaitAndProvocateur" : "Bait or Provocateur"
"option.exclusiveAssignment.PsychicAndSeer" : "Psychic or Seer"
"option.exclusiveAssignment1" : "Custom Assignment Set 1"
"option.exclusiveAssignment2" : "Custom Assignment Set 2"
"option.exclusiveAssignment3" : "Custom Assignment Set 3"
"option.exclusiveAssignment4" : "Custom Assignment Set 4"
"option.exclusiveAssignment5" : "Custom Assignment Set 5"
"option.exclusiveAssignmentRole1" : "Exclusive Role 1"
"option.exclusiveAssignmentRole2" : "Exclusive Role 2"
"option.exclusiveAssignmentRole3" : "Exclusive Role 3"
"option.exclusiveAssignmentRole.none" : "<color=#606060ff>None</color>"

"option.coolDownOption" : "Cool Down Option"
"option.initialKillCoolDown" : "Initial Kill Cool Down"
"option.initialAbilityCoolDown" : "Initial Ability Cool Down"
"option.initialForcefulAbilityCoolDown" : "Initial Forceful Ability Cool Down"
"option.initialModestAbilityCoolDown" : "Initial Modest Ability Cool Down"
"option.killCoolDownProceedIgnoring": "Kill Cool Down Proceeds Ignoring..."
"option.killCoolDownProceedIgnoringLadder": "Ladder"
"option.killCoolDownProceedIgnoringMovingPlatform": "Moving Platform"
"option.killCoolDownProceedIgnoringDoorGame": "Door Game"
"option.killCoolDownProceedIgnoringSecurityCamera": "Security Cam."
"option.killCoolDownProceedIgnoringBlackOutGame": "Black Out Game"
"option.killCoolDownProceedIgnoringCommReceiver": "Comm. Game"
"option.killCoolDownProceedIgnoringEmergencySabotage" : "EMG Sabotage"

"option.hideAndSeekOption" : "HnS Option"
"option.hideAndSeekOption.validPerks" : "Valid Perks"
"option.hideAndSeekOption.mustDoTasksToWin" : "Must Do Tasks To Win"

"option.streamersOption" : "Streamers Option"
"option.streamersOption.enforcePreventingSpoiler" : "Enforce Preventing Spoiler"

"option.limitOptions" : "Limit Option"
"option.timeLimitOption" : "Time Limit (Min)"
"option.timeLimitSecondOption" : "Time Limit (Sec)"

"option.devicesOption" : "Restrict Devices"
"option.devicesOption.restrictModeOption" : "Restrict Mode"
"option.devicesOption.perDiscussion" : "Per Discussion"
"option.devicesOption.perGame" : "Per Game"
"option.devicesOption.admin" : "Admin"
"option.devicesOption.vitals" : "Vitals"
"option.devicesOption.cameraAndDoorLog" : "Cam and Door Log"
"option.devicesOption.unlimitedCameraSkeld" : "Unlimited Camera (Skeld)"
"option.devicesOption.unlimitedCameraPolus" : "Unlimited Camera (Polus)"
"option.devicesOption.unlimitedCameraAirship" : "Unlimited Camera (Airship)"
"option.devicesOption.camera.central" : "Central"
"option.devicesOption.camera.east" : "East"
"option.devicesOption.camera.north" : "North"
"option.devicesOption.camera.west" : "West"
"option.devicesOption.camera.south" : "South"
"option.devicesOption.camera.northeast" : "Northwest"
"option.devicesOption.camera.southwest" : "Southwest"
"option.devicesOption.camera.northwest" : "Northwest"
"option.devicesOption.camera.engineRoom" : "Engine Room"
"option.devicesOption.camera.vault" : "Vault"
"option.devicesOption.camera.records" : "Records"
"option.devicesOption.camera.security" : "Security"
"option.devicesOption.camera.cargoBay" : "Cargo Bay"
"option.devicesOption.camera.meetingRoom" : "Meeting Room"
"option.devicesOption.showTimeLeftOnConsoles" : "Show Time Left On Consoles"
"option.devicesOption.showTimeLeftOnMeeting" : "Show Time Left On Meeting"
"option.devicesOption.limitedAdmin" : "Limited Admin"

"option.tasksOption" : "Meister's Task Option"
"option.randomizedWiring" : "Randomized Wiring"
"option.stepsOfWiring" : "Steps Of Wiring"
"option.meistersManifolds" : "Meister's Manifolds"
"option.meistersO2Filter" : "Meister's O2 Filter"
"option.meistersFuelEngines" : "Meister's Fuel Engines"
"option.dangerousDownloadSpot" : "Dangerous Download Spot"
"option.useVanillaSafeTask" : "Use Vanilla Safe Task"

"option.secretRole" : "Secret Role"
"option.secretCrewmate" : "Secret Roles (Crewmate)"
"option.chanceOfSecretCrewmate" : "SpawnChance (Crewmate)"
"option.secretImpostor" : "Secret Roles (Impostor)"
"option.chanceOfSecretImpostor" : "SpawnChance (Impostor)"
"option.requiredTasksForArousal" : "Require Tasks For Arousal"
"option.requiredNumOfKillingForArousal" : "Require Num Of Killing For Arousal"

"option.advanceRoleOptions" : "Advance Role Options"

"option.roleChance" : "Spawn Chance"
"option.roleChanceSecondary" : "Spawn Chance(Secondary)"
"option.roleCount" : "Max Players"

"option.canBeLovers" : "Can Be Lovers"
"option.canBeGuesser" : "Can Be Guesser"
"option.canBeDrunk" : "Can Be Drunk"
"option.canBeBloody" : "Can Be Bloody"
"option.canBeMadmate" : "Can Be Madmate"
"option.canBeSecret" : "Can Be Secret"
"option.canBeSecretCrewmate" : "Can Be Secret (Crewmate)"
"option.canBeSecretImpostor" : "Can Be Secret (Impostor)"
"option.canBeConfused" : "Can Be Confused"

"option.suffix.cross" : "x"
"option.suffix.second" : "s"
"option.suffix.minute" : "m"
"option.suffix.percent" : "%"

"ritual.mission.formularize" : "Formularize"
"ritual.rooms.bothEngines" : "Upper&Lower Engine"
"ritual.rooms.bothDecontaminations" : "Decontamination"

"game.exile.roleText" : "%PLAYER% was %ROLE%."

"metaObject.canSeeInShadow" : "Permanent"
"metaObject.canSeeOnlyInShadow" : "Shadowy"

"role.void.name" : "VOID"
"role.void.short" : "V"
"role.void.description" : "Very Optimized and Intelligent Dominator"
"role.void.hint" : "You're the Game Master."
"role.void.info" : ""
"role.void.help.void" : "Open VOID dialog. You can also open this dialog in a meeting."

"role.crewmate.name" : "Crewmate"
"role.crewmate.short" : "C"
"role.crewmate.description" : "Find the <color=#ff1919ff>Impostors</color>"
"role.crewmate.hint" : "Do Task and Find Impostors"
"role.crewmate.info" : "You have no special abilities.\nThe key to win is just your own brain."
"role.crewmate.isGuessable" : "Is Guessable"
"role.crewmate.maxCountOfDamned" : "Max Count Of Damned"
"role.crewmate.chanceOfDamned" : "Chance Of Damned"

"role.guesser.name" : "Guesser"
"role.guesser.prefix.primary" : "Nice"
"role.guesser.prefix.secondary" : "Evil"
"role.guesser.info" : "You can guess other alive players.\nIf your guess is correct, guessed player will die."
"role.guesser.help.guess" : "In a meeting, you can guess anyone's role."
"role.guesser.numOfSecondarySide" : "Including Impostors"
"role.guesser.spawnableRoleFilter" : "Spawnable Role Filter"
"role.guesser.canShotSeveralTimes" : "Can Shot Several Times In The Same Meeting"
"role.guesser.isSecondaryRole" : "Assign As Secondary Role"
"role.guesser.guesserShots" : "Guesser Shots"
"role.guesser.additionalVotingTime" : "Additional Voting Time"
"role.guesser.guessesLeft" : "Guesses Left"
"role.guesser.crewmateRoleCount" : "Max Players (Crewmate)"
"role.guesser.impostorRoleCount" : "Max Players (Impostor) "
"role.guesser.neutralRoleCount" : "Max Players (Neutral)  "
"role.secondaryGuesser.description" : "and You Can Guess Anyone"

"role.tracker.name" : "Tracker"
"role.tracker.prefix.primary" : "Nice"
"role.tracker.prefix.secondary" : "Evil"
"role.tracker.help.track" : "Track selected player."
"role.tracker.help.meeting" : "Can know progress of selected players' task."
"role.tracker.numOfSecondarySide" : "Including Impostors"
"role.tracker.canChangeTrackingTarget" : "Can Change Tracking Target"
"role.tracker.changeTargetCoolDown" : "Change Target Cool Down"
"role.tracker.canUseMeetingActionOption" : "Can Use Meeting Action"
"role.tracker.canChangeTrackingTargetInMeegingOption" : "Can Change Target In Meeting"
"role.tracker.evilTrackerCanTrackImpostors" : "Evil Tracker Can Track Impostors"
"role.tracker.evilTrackerCanKnowImpostorsKill" : "Evil Tracker Can Know Impostors Kill"

"role.trapper.name" : "Trapper"
"role.trapper.prefix.primary" : "Nice"
"role.trapper.prefix.secondary" : "Evil"
"role.trapper.help.accel" : "Accelerate the player on the trap."
"role.trapper.help.decel" : "Decelerate the player on the trap."
"role.trapper.help.kill" : "Kill the player on the trap with your kill cool down."
"role.trapper.help.comm" : "Notice color of the player on the trap."
"role.trapper.numOfSecondarySide" : "Including Impostors"
"role.trapper.maxTraps" : "Max Traps"
"role.trapper.placeCoolDown" : "Place Cool Down"
"role.trapper.accelSpeed" : "Accel Speed"
"role.trapper.decelSpeed" : "Decel Speed"
"role.trapper.accelDuration" : "Accel Duration"
"role.trapper.decelDuration" : "Decel Duration"
"role.trapper.commTrapCost" : "Log Trap Cost"
"role.trapper.killTrapCost" : "Kill Trap Cost"
"role.trapper.rootTime" : "Trapper Root Time"
"role.trapper.killTrapAudibleDistance" : "Kill Trap Audible Distance"

"role.agent.name" : "Agent"
"role.agent.short" : "A"
"role.agent.description" : "Do Your Tasks More"
"role.agent.hint" : "Do Tasks More."
"role.agent.info" : "You can do tasks on behalf other crewmates."
"role.agent.help.agent" : "Get extra tasks."
"role.agent.exemptTasks" : "Exempt Tasks"
"role.agent.actOverTasks" : "Act Over Tasks"
"role.agent.maxVents" : "Max Use Of Vents"
"role.agent.killCoolDownBonus" : "Kill Cool Down Bonus"

"role.alien.name" : "Alien"
"role.alien.short" : "A"
"role.alien.description" : "Mediate The Ship"
"role.alien.hint" : "Mediate the Ship."
"role.alien.info" : "Your E.M.I. can stop of your surroundings' button."
"role.alien.help.emi" : "Cause E.M.I."
"role.alien.emiCoolDown" : "E.M.I. Cool Down"
"role.alien.emiDuration" : "E.M.I. Duration"
"role.alien.emiRange" : "E.M.I. Range"
"role.alien.emiInhibitsCrewmates" : "E.M.I. Inhibits Crewmates Too"
"role.alien.countOfCallingSabotage" : "Count Of Calling Sabotage"

"role.bait.name" : "Bait"
"role.bait.short" : "B"
"role.bait.description" : "Bait Your Enemies"
"role.bait.hint" : "Bait Impostors."
"role.bait.info" : "If you killed, your killer will report your body instantly."
"role.bait.killerCanKnowBaitKillByFlash" : "Killer Can Know Bait Kill By Flash"

"role.busker.name" : "Busker"
"role.busker.short" : "B"
"role.busker.description" : "Unfailing Wonder"
"role.busker.hint" : "Look Around while You Disguise Death."
"role.busker.info" : "You can disguise your death. If you revive within the time limit,\nyour body will teleport to your ghost's position."
"role.busker.help.pseudocide" : "Act pseudo-death."
"role.busker.help.revive" : "Revive."
"role.busker.buskCoolDown" : "Pseudocide Cool Down"
"role.busker.buskDuration" : "Revive Duration"

"role.comet.name" : "Comet"
"role.comet.short" : "C"
"role.comet.description" : "Run Through"
"role.comet.hint" : "Run Through Stealthily."
"role.comet.info" : "You can move fastly and secretly."
"role.comet.help.blaze" : "Boost and become invisible."
"role.comet.boostCoolDown" : "Blaze Cool Down"
"role.comet.boostDuration" : "Blaze Duration"
"role.comet.boostSpeed" : "Blaze Strength"
"role.comet.boostVisionRate" : "Blaze Vision Rate"
"role.comet.boostViewRate" : "Blaze View Rate"

"role.doctor.name" : "Doctor"
"role.doctor.short" : "D"
"role.doctor.description" : "Thus They Died"
"role.doctor.hint" : "Make Good Use of the Remote Vital."
"role.doctor.info" : "You can know why players died at the vital.\nAnd you can use vitals anywhere with gadget charges."
"role.doctor.mobileGadgetCharges" : "Mobile Gadget Charges"
"role.doctor.maxMobileGadgetCharges" : "Max Mobile Gadget Charges"
"role.doctor.chargesPerTasks" : "Charges Per Tasks"
"role.doctor.gadgetLeft" : "%SECOND%s"
"role.doctor.batteryIsEmpty" : "BATTERY LOW"

"role.guardian.name" : "Guardian"
"role.guardian.short" : "G"
"role.guardian.description" : "Infallible Fortress"
"role.guardian.hint" : "Guard and Monitor Crewmates"
"role.guardian.info" : "You can place antennas that notice near players.\nAnd you have shield to guard the player you selected."
"role.guardian.help.antenna" : "Place an antenna."
"role.guardian.help.guard" : "Give a guard."
"role.guardian.maxAntennas" : "Max Antennas"
"role.guardian.placeCoolDown" : "Place Cool Down"
"role.guardian.antennaEffectiveRange" : "Antenna Effective Range"
"role.guardian.canIdentifyDeadBody" : "Can Identify Dead Body"
"role.guardian.showGuardFlash" : "Show Guard Flash"
"role.guardian.alertMode" : "Alert Mode"
"role.guardian.alertInterval" : "Alert Interval"

"role.mayor.name" : "Mayor"
"role.mayor.short" : "M"
"role.mayor.description" : "Find and Vote out the <color=#ff1919ff>Impostors</color>"
"role.mayor.hint" : "Accumulate and Cast Votes"
"role.mayor.info" : "You can save vote on meetings.\nYou can use saved votes anytime.\n\nIn meetings, you will see two button at the bottom of window.\nThe buttons use to change number of votes. For saving votes, you have to set number of votes to 0."
"role.mayor.voteStockLeft" : "Vote Stock Left"
"role.mayor.voteAssignment" : "Vote Assignment"
"role.mayor.minVote" : "Min Vote"
"role.mayor.maxVote" : "Max Vote"
"role.mayor.maxVoteStock" : "Max Vote Stock"
"role.mayor.haveRemoteEmergencyButton" : "Have Remote Emergency Button"

"role.navvy.name" : "Navvy"
"role.navvy.short" : "N"
"role.navvy.description" : "Maintain Important Systems on The Ship"
"role.navvy.hint" : "Seal Vents and Repair Sabotage."
"role.navvy.info" : "You can seal vents. If you seal vents as much as possible, you'll be able to use vents."
"role.navvy.help.seal" : "Seal the vent."
"role.navvy.help.repair" : "Repair sabotage once remotely.\nThis button appears after running out of tape."
"role.navvy.maxScrews" : "Max Screws Vents"
"role.navvy.sealCoolDown" : "Seal Cool Down"
"role.navvy.ventCoolDown" : "Vent Cool Down"
"role.navvy.ventDuration" : "Vent Duration"

"role.necromancer.name" : "Necromancer"
"role.necromancer.short" : "N"
"role.necromancer.description" : "Revive Phantoms"
"role.necromancer.hint" : "Drag and Revive Phantoms."
"role.necromancer.info" : "You can drag dead bodies to revive in the room \nthat the dragging body requests."
"role.necromancer.help.dragAndDrop" : "Drap and drop dead bodies."
"role.necromancer.help.revive" : "Revive the player."
"role.necromancer.help.notificationRange" : "Show Notification Range"
"role.necromancer.phantomMessage" : "Please take me to %ROOM%..."
"role.necromancer.room.Hallway" : "Hallway"
"role.necromancer.room.Storage" : "Storage"
"role.necromancer.room.Cafeteria" : "Cafeteria"
"role.necromancer.room.Reactor" : "Reactor"
"role.necromancer.room.UpperEngine" : "Upper Engine"
"role.necromancer.room.Nav" : "Navigation"
"role.necromancer.room.Admin" : "Admin"
"role.necromancer.room.Electrical" : "Electrical"
"role.necromancer.room.LifeSupp" : "Life Support"
"role.necromancer.room.Shields" : "Shields"
"role.necromancer.room.MedBay" : "Med Bay"
"role.necromancer.room.Security" : "Security"
"role.necromancer.room.Weapons" : "Weapons"
"role.necromancer.room.LowerEngine" : "Lower Engine"
"role.necromancer.room.Comms" : "Communications"
"role.necromancer.room.ShipTasks" : "Ship Tasks"
"role.necromancer.room.Doors" : "Doors"
"role.necromancer.room.Sabotage" : "Sabotage"
"role.necromancer.room.Decontamination" : "Decontamination"
"role.necromancer.room.Launchpad" : "Launchpad"
"role.necromancer.room.LockerRoom" : "Locker Room"
"role.necromancer.room.Laboratory" : "Laboratory"
"role.necromancer.room.Balcony" : "Balcony"
"role.necromancer.room.Office" : "Office"
"role.necromancer.room.Greenhouse" : "Greenhouse"
"role.necromancer.room.Dropship" : "Dropship"
"role.necromancer.room.Decontamination2" : "Decontamination"
"role.necromancer.room.Outside" : "Outside"
"role.necromancer.room.Specimens" : "Specimens"
"role.necromancer.room.BoilerRoom" : "Boiler Room"
"role.necromancer.room.VaultRoom" : "Vault Room"
"role.necromancer.room.Cockpit" : "Cockpit"
"role.necromancer.room.Armory" : "Armory"
"role.necromancer.room.Kitchen" : "Kitchen"
"role.necromancer.room.ViewingDeck" : "Viewing Deck"
"role.necromancer.room.HallOfPortraits" : "Hall"
"role.necromancer.room.CargoBay" : "Cargo Bay"
"role.necromancer.room.Ventilation" : "Ventilation"
"role.necromancer.room.Showers" : "Showers"
"role.necromancer.room.Engine" : "Engine"
"role.necromancer.room.Brig" : "Brig"
"role.necromancer.room.MeetingRoom" : "Meeting Room"
"role.necromancer.room.Records" : "Records"
"role.necromancer.room.Lounge" : "Lounge"
"role.necromancer.room.Gaproom" : "Gaproom"
"role.necromancer.room.MainHall" : "MainHall"
"role.necromancer.room.Medical" : "Medical"
"role.necromancer.reviveCoolDown" : "Revive Cool Down"
"role.necromancer.reviveDuration" : "Revive Duration"
"role.necromancer.maxReviveRoomDistance" : "Max Revive Room Distance"
"role.necromancer.maxNotificationDistance" : "Max Notification Distance"

"role.niceGuesser.name" : "Nice Guesser"
"role.niceGuesser.short" : "G"
"role.niceGuesser.description" : "Guess and Shoot"
"role.niceGuesser.hint" : "Guess Role at Meetings"
"role.niceGuesser.info" : "You can guess other alive players.\nIf your guess is correct, guessed player will die."

"role.niceTracker.name" : "Nice Tracker"
"role.niceTracker.short" : "T"
"role.niceTracker.description" : "Will Not Let You Do"
"role.niceTracker.hint" : "Monitor Movement of the Suspicious."
"role.niceTracker.info" : "You can track players."

"role.niceTrapper.name" : "Nice Trapper"
"role.niceTrapper.short" : "T"
"role.niceTrapper.description" : "Entrap and Find the <color=#ff1919ff>Impostors</color>"
"role.niceTrapper.hint" : "Place Various Traps."
"role.niceTrapper.info" : "You can place some traps.\nKinds of traps can change."

"role.oracle.name" : "Oracle"
"role.oracle.short" : "O"
"role.oracle.description" : "Find Out What It Is"
"role.oracle.hint" : "Infer Roles by Divination."
"role.oracle.info" : "You can divine other players. \nwhen you divine, you can see candidates of divined player's role."
"role.oracle.help.oracle" : "Devine the player."
"role.oracle.message" : "%PLAYER% seems %ROLES%."
"role.oracle.divineCoolDown" : "Divine Cool Down"
"role.oracle.divineCoolDownAddition" : "Divine Cool Down Addition"
"role.oracle.divineDuration" : "Divine Duration"
"role.oracle.countOfCandidates" : "Count Of Candidates"
"role.oracle.dieWhenDiviningOpportunist" : "Die When Divining Opportunist"
"role.oracle.dieWhenDiviningOracle" : "Die When Divining Oracle"

"role.provocateur.name" : "Provocateur"
"role.provocateur.short" : "P"
"role.provocateur.description" : "Go To The Grave Together"
"role.provocateur.hint" : "Embroil Your Killer in Death."
"role.provocateur.info" : "You can embroil your killer in death when your ability is active."
"role.provocateur.help.embroil" : "Activate embroiling."
"role.provocateur.embroilCoolDown" : "Embroil Cool Down"
"role.provocateur.embroilCoolDownAddition" : "Embroil Cool Down Addition"
"role.provocateur.embroilDuration" : "Embroil Duration"

"role.psychic.name" : "Psychic"
"role.psychic.short" : "P"
"role.psychic.description" : "Gather Testimony"
"role.psychic.hint" : "Collect Dying Messages."
"role.psychic.info" : "You can see the message of the dead.\nThis messages disappear when a meeting start."
"role.psychic.help.search" : "Search dead bodies."
"role.psychic.searchCoolDown" : "Search Cool Down"
"role.psychic.searchDuration" : "Search Duration"
"role.psychic.color.dark" : "dark"
"role.psychic.color.light" : "light"
"role.psychic.message.elapsedTime" : "It's been %TIME% seconds since I was killed."
"role.psychic.message.killerColor" : "My murder's color is %COLOR%."
"role.psychic.message.killerRole" : "My murder's role is %ROLE%."
"role.psychic.message.myRole" : "I am %MYROLE%."

"role.seer.name" : "Seer"
"role.seer.short" : "S"
"role.seer.description" : "You Will See Players Die"
"role.seer.hint" : "See the Ghost and Moments of Death."
"role.seer.info" : "You can know the moment of deathes by flash.\nAnd you can see ghosts."
"role.seer.ghostDuration" : "Ghost's Revelation Duration"

"role.sheriff.name" : "Sheriff"
"role.sheriff.short" : "S"
"role.sheriff.description" : "Shoot the <color=#ff1919ff>Impostors</color>"
"role.sheriff.hint" : "Shoot the <color=#ff1919ff>Impostors</color>"
"role.sheriff.info" : "You can kill the suspicious.\nIf you try to kill crewmates, you will die instead."
"role.sheriff.killCoolDown" : "Kill Cool Down"
"role.sheriff.canKillMadmate" : "Can Kill Madmate"
"role.sheriff.canKillSpy" : "Can Kill Spy"
"role.sheriff.canKillNecromancer" : "Can Kill Necromancer"
"role.sheriff.canKillSheriff" : "Can Kill Sheriff"
"role.sheriff.canKillOpportunist" : "Can Kill Opportunist"
"role.sheriff.canKillChainShifter" : "Can Kill Chain Shifter"
